cenario,linha_desligada,from_bus,to_bus,vm_pu_antes_bus_0,vm_pu_antes_bus_1,vm_pu_antes_bus_10,vm_pu_antes_bus_11,vm_pu_antes_bus_12,vm_pu_antes_bus_13,vm_pu_antes_bus_14,vm_pu_antes_bus_15,vm_pu_antes_bus_16,vm_pu_antes_bus_17,vm_pu_antes_bus_18,vm_pu_antes_bus_19,vm_pu_antes_bus_2,vm_pu_antes_bus_20,vm_pu_antes_bus_21,vm_pu_antes_bus_22,vm_pu_antes_bus_23,vm_pu_antes_bus_24,vm_pu_antes_bus_25,vm_pu_antes_bus_26,vm_pu_antes_bus_27,vm_pu_antes_bus_28,vm_pu_antes_bus_29,vm_pu_antes_bus_3,vm_pu_antes_bus_4,vm_pu_antes_bus_5,vm_pu_antes_bus_6,vm_pu_antes_bus_7,vm_pu_antes_bus_8,vm_pu_antes_bus_9,vm_pu_depois_bus_0,vm_pu_depois_bus_1,vm_pu_depois_bus_10,vm_pu_depois_bus_11,vm_pu_depois_bus_12,vm_pu_depois_bus_13,vm_pu_depois_bus_14,vm_pu_depois_bus_15,vm_pu_depois_bus_16,vm_pu_depois_bus_17,vm_pu_depois_bus_18,vm_pu_depois_bus_19,vm_pu_depois_bus_2,vm_pu_depois_bus_20,vm_pu_depois_bus_21,vm_pu_depois_bus_22,vm_pu_depois_bus_23,vm_pu_depois_bus_24,vm_pu_depois_bus_25,vm_pu_depois_bus_26,vm_pu_depois_bus_27,vm_pu_depois_bus_28,vm_pu_depois_bus_29,vm_pu_depois_bus_3,vm_pu_depois_bus_4,vm_pu_depois_bus_5,vm_pu_depois_bus_6,vm_pu_depois_bus_7,vm_pu_depois_bus_8,vm_pu_depois_bus_9
0,0,0,1,1.0,1.0044087859960742,0.9841619384081863,0.9883338383654113,1.0036367198555458,0.9790299845181313,0.9825416538518562,0.9808422004466931,0.9804661242747803,0.9707260688963077,0.9677760516596102,0.971960323614433,0.9855204371573372,0.9980163827563459,1.004867485067122,1.00118757077272,0.9911753345644181,0.9928446850056241,0.974099392739886,1.0030146324648024,0.9777574573327562,0.9826652507068615,0.9709752470186809,0.9830168549316208,0.9867400364710712,0.9763338610209807,0.9716770527221529,0.9630352810023011,0.9841619384081863,0.9883208209455355,1.0,1.0044087859960742,0.9842533483644313,0.9884460668349955,1.0036367198555451,0.9791340975738886,0.9825990065203071,0.9809001457394341,0.980489527439637,0.9707589642031312,0.9678014724195988,0.9719837233637765,0.9854427952030592,0.9980196120762457,1.0048674850671218,1.0011875707727196,0.9911833871731521,0.9928470590053466,0.974101813475142,1.0030146324648024,0.9779707479754474,0.9826652507068617,0.9709752470186814,0.9831532467758138,0.9866876351754701,0.9765643078895263,0.9718310747711303,0.963266090612664,0.9842533483644313,0.9883362513594313
0,1,0,2,1.0,1.0044087859960742,0.9841619384081863,0.9883338383654113,1.0036367198555458,0.9790299845181313,0.9825416538518562,0.9808422004466931,0.9804661242747803,0.9707260688963077,0.9677760516596102,0.971960323614433,0.9855204371573372,0.9980163827563459,1.004867485067122,1.00118757077272,0.9911753345644181,0.9928446850056241,0.974099392739886,1.0030146324648024,0.9777574573327562,0.9826652507068615,0.9709752470186809,0.9830168549316208,0.9867400364710712,0.9763338610209807,0.9716770527221529,0.9630352810023011,0.9841619384081863,0.9883208209455355,1.0,1.0044087859960742,0.9822840419338031,0.9868121735812129,1.0036367198555454,0.9777626210668167,0.9815554419044582,0.9796138834397478,0.9795055829523627,0.9697884999128087,0.9668616582071761,0.9710609092036983,0.9767008791810716,0.9978275090861203,1.0048674850671218,1.0011875707727198,0.991164030198239,0.9928416867766471,0.9740963354862093,1.0030146324648026,0.9743091522546616,0.9826652507068616,0.9709752470186811,0.9774859681556383,0.9850486680822809,0.9724997518340325,0.9686110539278405,0.9592091451332587,0.9822840419338031,0.9874724687386776
0,2,1,3,1.0,1.0044087859960742,0.9841619384081863,0.9883338383654113,1.0036367198555458,0.9790299845181313,0.9825416538518562,0.9808422004466931,0.9804661242747803,0.9707260688963077,0.9677760516596102,0.971960323614433,0.9855204371573372,0.9980163827563459,1.004867485067122,1.00118757077272,0.9911753345644181,0.9928446850056241,0.974099392739886,1.0030146324648024,0.9777574573327562,0.9826652507068615,0.9709752470186809,0.9830168549316208,0.9867400364710712,0.9763338610209807,0.9716770527221529,0.9630352810023011,0.9841619384081863,0.9883208209455355,1.0,1.0044087859960742,0.9814540078451366,0.9861462089713005,1.0036367198555454,0.9772094285961958,0.9811215533088273,0.9790713883252313,0.9790779358147405,0.9693727198670997,0.9664550864769287,0.9706607099528395,0.9788207955730188,0.9977431831027415,1.0048674850671218,1.0011875707727198,0.991160080885704,0.9928406451662413,0.9740952733700291,1.0030146324648026,0.9727913508144047,0.9826652507068618,0.9709752470186812,0.9750272772115905,0.9842781167816835,0.9708112523629443,0.9672542525046717,0.9575241240533356,0.9814540078451366,0.9870938782546638
0,3,2,3,1.0,1.0044087859960742,0.9841619384081863,0.9883338383654113,1.0036367198555458,0.9790299845181313,0.9825416538518562,0.9808422004466931,0.9804661242747803,0.9707260688963077,0.9677760516596102,0.971960323614433,0.9855204371573372,0.9980163827563459,1.004867485067122,1.00118757077272,0.9911753345644181,0.9928446850056241,0.974099392739886,1.0030146324648024,0.9777574573327562,0.9826652507068615,0.9709752470186809,0.9830168549316208,0.9867400364710712,0.9763338610209807,0.9716770527221529,0.9630352810023011,0.9841619384081863,0.9883208209455355,1.0,1.0044087859960742,0.9827120160624027,0.9871551981731284,1.0036367198555454,0.9780472917384821,0.9817792552497415,0.9798939494749836,0.9797267323982153,0.9700033795818944,0.967071878176305,0.9712678436723632,0.9981777859298581,0.9978711315580253,1.0048674850671218,1.0011875707727198,0.9911658847353703,0.9928421606931602,0.9740968187325145,1.003014632464802,0.9750906471039859,0.9826652507068616,0.970975247018681,0.9787590553356978,0.9854474584489523,0.9733693110828239,0.9693094866960791,0.96007685589116,0.9827120160624027,0.9876683050829367
0,4,1,4,1.0,1.0044087859960742,0.9841619384081863,0.9883338383654113,1.0036367198555458,0.9790299845181313,0.9825416538518562,0.9808422004466931,0.9804661242747803,0.9707260688963077,0.9677760516596102,0.971960323614433,0.9855204371573372,0.9980163827563459,1.004867485067122,1.00118757077272,0.9911753345644181,0.9928446850056241,0.974099392739886,1.0030146324648024,0.9777574573327562,0.9826652507068615,0.9709752470186809,0.9830168549316208,0.9867400364710712,0.9763338610209807,0.9716770527221529,0.9630352810023011,0.9841619384081863,0.9883208209455355,1.0,1.0044087859960742,0.9813379925105166,0.9872917670988688,1.0036367198555451,0.9781594870085688,0.9817699260631535,0.9796720849790856,0.9792079086959476,0.9697496667544753,0.9666920833847163,0.9708279173323598,0.9821286612684187,0.9977317230312892,1.0048674850671213,1.00118757077272,0.9911871570779087,0.9928488851474275,0.9741036755672671,1.0030146324648024,0.9725757243959153,0.9826652507068617,0.9709752470186811,0.9789677926248254,0.9573254024541967,0.9705455793838382,0.956533377694386,0.9572622872262543,0.9813379925105166,0.987045646023321
0,5,1,5,1.0,1.0044087859960742,0.9841619384081863,0.9883338383654113,1.0036367198555458,0.9790299845181313,0.9825416538518562,0.9808422004466931,0.9804661242747803,0.9707260688963077,0.9677760516596102,0.971960323614433,0.9855204371573372,0.9980163827563459,1.004867485067122,1.00118757077272,0.9911753345644181,0.9928446850056241,0.974099392739886,1.0030146324648024,0.9777574573327562,0.9826652507068615,0.9709752470186809,0.9830168549316208,0.9867400364710712,0.9763338610209807,0.9716770527221529,0.9630352810023011,0.9841619384081863,0.9883208209455355,1.0,1.004408785996074,0.9793229882973712,0.9865598805053586,1.0036367198555458,0.9775522327541741,0.9812206272957935,0.9788340855757794,0.9782999642007623,0.9690462330987041,0.965909808799214,0.9700108193151412,0.9796394236934093,0.9975261753253718,1.0048674850671218,1.0011875707727198,0.9911984741534867,0.9928527229087811,0.974107588879586,1.0030146324648024,0.9688968120024527,0.9826652507068616,0.970975247018681,0.9760144712922031,0.9822692891621404,0.9664333963411199,0.9637279846292033,0.953160664025562,0.9793229882973712,0.9861253230986609
0,6,3,5,1.0,1.0044087859960742,0.9841619384081863,0.9883338383654113,1.0036367198555458,0.9790299845181313,0.9825416538518562,0.9808422004466931,0.9804661242747803,0.9707260688963077,0.9677760516596102,0.971960323614433,0.9855204371573372,0.9980163827563459,1.004867485067122,1.00118757077272,0.9911753345644181,0.9928446850056241,0.974099392739886,1.0030146324648024,0.9777574573327562,0.9826652507068615,0.9709752470186809,0.9830168549316208,0.9867400364710712,0.9763338610209807,0.9716770527221529,0.9630352810023011,0.9841619384081863,0.9883208209455355,1.0,1.0044087859960742,0.9780300968247603,0.9922508719331533,1.0036367198555454,0.982248228778287,0.9844096260733316,0.9816822599533582,0.9786970875425599,0.9707885612860047,0.9669015420586955,0.9706280609168934,0.9963932153942765,0.9974048571609823,1.004867485067122,1.0011875707727198,0.9913219059297792,0.9928845604199105,0.9741400531264814,1.0030146324648022,0.9664769377639822,0.9826652507068614,0.9709752470186809,0.9960827746514284,0.9808447083400522,0.9636117444170335,0.9614467808755603,0.9503607773441782,0.9780300968247603,0.9855966255488536
0,7,4,6,1.0,1.0044087859960742,0.9841619384081863,0.9883338383654113,1.0036367198555458,0.9790299845181313,0.9825416538518562,0.9808422004466931,0.9804661242747803,0.9707260688963077,0.9677760516596102,0.971960323614433,0.9855204371573372,0.9980163827563459,1.004867485067122,1.00118757077272,0.9911753345644181,0.9928446850056241,0.974099392739886,1.0030146324648024,0.9777574573327562,0.9826652507068615,0.9709752470186809,0.9830168549316208,0.9867400364710712,0.9763338610209807,0.9716770527221529,0.9630352810023011,0.9841619384081863,0.9883208209455355,1.0,1.0044087859960744,0.9810564475684986,0.9871809675702534,1.0036367198555454,0.9780652096028314,0.9816910751712269,0.9795553713201505,0.9790861913289146,0.9696541729786257,0.966586980363369,0.970718235450819,0.9818113684719143,0.9977043168971773,1.0048674850671222,1.0011875707727198,0.9911870938891489,0.9928489340529142,0.9741037254355227,1.0030146324648022,0.9720516474453061,0.9826652507068614,0.9709752470186808,0.9785834839971206,1.0068037773208112,0.9699613277115858,0.9550189284162149,0.9566793716510394,0.9810564475684986,0.9869227477648174
0,8,5,6,1.0,1.0044087859960742,0.9841619384081863,0.9883338383654113,1.0036367198555458,0.9790299845181313,0.9825416538518562,0.9808422004466931,0.9804661242747803,0.9707260688963077,0.9677760516596102,0.971960323614433,0.9855204371573372,0.9980163827563459,1.004867485067122,1.00118757077272,0.9911753345644181,0.9928446850056241,0.974099392739886,1.0030146324648024,0.9777574573327562,0.9826652507068615,0.9709752470186809,0.9830168549316208,0.9867400364710712,0.9763338610209807,0.9716770527221529,0.9630352810023011,0.9841619384081863,0.9883208209455355,1.0,1.0044087859960742,0.9854116720701848,0.9887785991348382,1.0036367198555454,0.9793980831872724,0.9828776619467976,0.9813581970251276,0.9810297139138335,0.971160652718533,0.968260771479693,0.9724671558614661,0.987051672395566,0.9981442577044924,1.0048674850671218,1.00118757077272,0.9911675622266715,0.9928420560936384,0.9740967120737688,1.0030146324648024,0.9800361313426564,0.9826652507068612,0.9709752470186811,0.9848382259784627,0.9744611295614377,0.9788816425650781,0.95069479921938,0.9655757036670304,0.9854116720701848,0.9888934372501161
0,10,5,8,1.0,1.0044087859960742,0.9841619384081863,0.9883338383654113,1.0036367198555458,0.9790299845181313,0.9825416538518562,0.9808422004466931,0.9804661242747803,0.9707260688963077,0.9677760516596102,0.971960323614433,0.9855204371573372,0.9980163827563459,1.004867485067122,1.00118757077272,0.9911753345644181,0.9928446850056241,0.974099392739886,1.0030146324648024,0.9777574573327562,0.9826652507068615,0.9709752470186809,0.9830168549316208,0.9867400364710712,0.9763338610209807,0.9716770527221529,0.9630352810023011,0.9841619384081863,0.9883208209455355,1.0,1.0044087859960742,0.9892592328253559,0.988840124574467,1.0036367198555456,0.979569179162581,0.9828411660493792,0.9814047952435767,0.9812521188382938,0.9711493293375387,0.9683452505110871,0.9726267209708014,0.9846101528637435,0.9982173310899051,1.0048674850671218,1.00118757077272,0.9912518695457774,0.9928818771852441,0.9741373170730233,1.0030146324648026,0.9762507872513887,0.982665250706862,0.9709752470186814,0.9819173727723681,0.9859496734008196,0.97478162700918,0.9704193627718635,0.9614705793876892,0.9892592328253559,0.9892592328253558
