cenario,linha_desligada,barra_0,barra_1,barra_2,barra_3,barra_4,barra_5,barra_6,barra_7,barra_8,barra_9,barra_10,barra_11,barra_12,barra_13,barra_14,barra_15,barra_16,barra_17,barra_18,barra_19,barra_20,barra_21,barra_22,barra_23,barra_24,barra_25,barra_26,barra_27,barra_28,barra_29
0.0,0.0,0.0,0.0,7.764195427795162e-05,0.00013639184419300676,5.240129560113438e-05,0.00023044686854556407,0.00015402204897740912,0.00023080961036292535,9.140995624501436e-05,1.5430413895733963e-05,9.140995624501436e-05,0.00011222846958414134,6.661338147750939e-16,0.00010411305575730445,5.735266845086073e-05,5.7945292740946286e-05,2.3403164856716785e-05,3.289530682348829e-05,2.5420759988570296e-05,2.339974934351119e-05,3.229319899822336e-06,2.220446049250313e-16,4.440892098500626e-16,8.052608734043787e-06,2.373999722582454e-06,2.420735256025708e-06,0.0,0.00021329064269115516,2.220446049250313e-16,5.551115123125783e-16
0.0,1.0,0.0,0.0,0.008819557976265546,0.005530886775982569,0.0016913683887903597,0.0038341091869482646,0.0030659987943123523,0.0038261358690423464,0.0018778964743831894,0.0008483522068579719,0.0018778964743831894,0.001521664784198462,4.440892098500626e-16,0.0012673634513146181,0.000986211947398008,0.0012283170069453675,0.0009605413224176296,0.0009375689834990597,0.000914393452434159,0.0008994144107347113,0.00018887367022557555,2.220446049250313e-16,2.220446049250313e-16,1.130436617913233e-05,2.9982289769803216e-06,3.0572536766637626e-06,2.220446049250313e-16,0.003448305078094571,1.1102230246251565e-16,2.220446049250313e-16
0.0,2.0,0.0,0.0,0.00669964158431835,0.007989577720030283,0.0024619196893876927,0.005522608658036443,0.004422800217481204,0.005511156948965423,0.002707930563049743,0.0012269426908717573,0.002707930563049743,0.0021876293941108793,4.440892098500626e-16,0.0018205559219355294,0.0014201005430288793,0.0017708121214617956,0.001388188460039852,0.0013533490292080286,0.0013209651826815438,0.0012996136615934795,0.0002731996536043946,2.220446049250313e-16,2.220446049250313e-16,1.52536787141333e-05,4.039839382796728e-06,4.119369856891986e-06,2.220446049250313e-16,0.0049661065183514985,3.3306690738754696e-16,3.3306690738754696e-16
0.0,3.0,0.0,0.0,0.012657348772520893,0.004257799595922984,0.0012925780221189065,0.0029645499381568685,0.0023675660260737974,0.002958425111141083,0.0014499223457836719,0.0006525158625988459,0.0014499223457836719,0.001178640192282976,4.440892098500626e-16,0.0009826927796491303,0.0007623986021146889,0.0009482509717094745,0.0007393918765650209,0.0007226893144133273,0.0007041734833052038,0.0006924799420697791,0.00014525119832053957,2.220446049250313e-16,2.220446049250313e-16,9.449829047825098e-06,2.5243124638363312e-06,2.574007371469733e-06,4.440892098500626e-16,0.0026668102287703555,1.1102230246251565e-16,1.1102230246251565e-16
0.0,4.0,0.0,0.0,0.00339177588891848,0.00404906230679547,0.029414634016874497,0.005788281637142512,0.015143675027766923,0.005772993776046786,0.0028239458976697662,0.001275174922214517,0.0028239458976697662,0.0010420712665425436,6.661338147750939e-16,0.0008704975095624734,0.0007717277887027141,0.0011701154676074799,0.0012582155788326554,0.0009764021418324775,0.0010839682748938761,0.0011324062820731173,0.0002846597250566463,6.661338147750939e-16,0.0,1.1822513490633568e-05,4.200141803467616e-06,4.282827381074661e-06,0.0,0.005181732936840877,2.220446049250313e-16,2.220446049250313e-16
0.0,5.0,0.0,2.220446049250313e-16,0.005881013463927887,0.007002383639417742,0.0044707473089308225,0.009900464679860832,0.007949068092949596,0.009874616976739081,0.004838950110815143,0.002195497846874672,0.004838950110815143,0.001773957860052744,0.0,0.001477751763957147,0.0013210265560626988,0.00200811487091368,0.002166160074018042,0.0016798357976036682,0.0018662428603962722,0.0019495042992917488,0.0004902074309740545,2.220446049250313e-16,2.220446049250313e-16,2.313958906863256e-05,8.037903157065429e-06,8.19613970004518e-06,0.0,0.008860645330303507,1.1102230246251565e-16,1.1102230246251565e-16
0.0,6.0,0.0,0.0,0.010872778236939329,0.013065919719807528,0.0058953281310190064,0.012722116603947287,0.010230271846592531,0.012674503658122838,0.0061318415834260565,0.0027241953966818944,0.0061318415834260565,0.003917033567741979,4.440892098500626e-16,0.0032182442601557115,0.001867972221475389,0.0008400595066651029,0.001769036732220397,6.249238969691095e-05,0.0008745096009147302,0.0013322626975396101,0.0006115255953635934,0.0,2.220446049250313e-16,0.00014657136536111448,3.987541428640551e-05,4.066038659544802e-05,2.220446049250313e-16,0.011280519568773961,1.1102230246251565e-16,0.0
0.0,7.0,0.0,2.220446049250313e-16,0.003709068685422867,0.004433370934500247,0.02006374084973994,0.006372533309394912,0.016658124305937938,0.006355909351261624,0.003105490839687697,0.0013980731807181623,0.003105490839687697,0.001152870795157912,4.440892098500626e-16,0.000964774915299893,0.0008505786806293214,0.0012868291265426546,0.0013799329458656917,0.0010718959176820864,0.0011890712962412398,0.0012420881636139303,0.0003120658591685421,2.220446049250313e-16,2.220446049250313e-16,1.1759324730853393e-05,4.249047290127983e-06,4.332695636710682e-06,2.220446049250313e-16,0.005705809887450064,1.1102230246251565e-16,1.1102230246251565e-16
0.0,8.0,0.0,0.0,0.0015312352382288452,0.0018213710468418798,0.012278906909633514,0.002547781544097405,0.02098225350277283,0.0025404226647293138,0.0012497336619984312,0.0005726163045806087,0.0012497336619984312,0.00044476076942689957,4.440892098500626e-16,0.0003680986691411148,0.00033600809494138684,0.0005159965784344855,0.0005635896390532302,0.00043458382222527625,0.0004847198200828018,0.0005068322470331843,0.00012787494814658906,2.220446049250313e-16,0.0,7.772337746625446e-06,2.6289119856581777e-06,2.680666117194086e-06,0.0,0.002278674009900228,3.3306690738754696e-16,2.220446049250313e-16
0.0,10.0,0.0,0.0,0.0009102842935936328,0.001099482159252707,0.0007903630702515985,0.0015522340118007127,0.001257689950289409,0.001564701614611863,0.005097294417169551,0.0009384118798202445,0.005097294417169551,0.0005062862090556841,2.220446049250313e-16,0.0005391946444497364,0.00029951219752299973,0.0005625947968835865,0.0007859945635134702,0.00042326044123097706,0.000569198851476882,0.00066639735636842,0.00020094833355921438,2.220446049250313e-16,0.0,7.65349813592886e-05,3.719217962006027e-05,3.792433313731802e-05,2.220446049250313e-16,0.0015066700813675116,4.440892098500626e-16,5.551115123125783e-16
